학년,전공,교과코드-구분,과목명,학점,담당교수,시간,강의실
1,전공기초,JPNL202-003,전공일본어1,3,박려옥,"화8B,9A,9B 목8B,9A,9B",대학원동-302
1,전공기초,JPNL326-001,시청각일본어,2,이상석,"월3A,3B 4A,4B",인문대학-311
1,전공기초,JPNL326-002,시청각일본어,2,임수현,"금2A,2B 3A,3B",인문대학-319
2,교양,CLTR128-001,일본문학의 이해,3,조헌구,"월1A,1B,2A 수2B,3A,3B",인문대학-319
2,전공기초,JPNL301-001,일본어문법,3,고정도,"월5B,6A,6B 수5B,6A,6B",대학원동-302
2,전공기초,JPNL301-002,일본어문법,3,심정미,"화1A,1B,2A 목2B,3A,3B",대학원동-302
2,전공필수,JPNL315-001,일본명문명가,3,이준섭,"화5B,6A,6B 목5B,6A,6B",대학원동-302
2,전공필수,JPNL315-002,일본명문명가,3,조경숙,"화2B,3A,3B 목1A,1B,2A",인문대학-319
2,전공기초,JPNL321-001,일본어회화 1,2,야하라마사히로,"수5A,5B 6A,6B",KNU글로벌프라자-307
2,전공기초,JPNL321-002,일본어회화 1,2,야하라마사히로,"월2A,2B 3A,3B",인문대학-309
2,전공기초,JPNL321-003,일본어회화 1,2,야하라마사히로,"목2A,2B 3A,3B",인문대학-311
3,전공,JPNL305-001,일본시사이해,3,채수도,"월5B,6A,6B 수5B,6A,6B",인문대학-319
3,전공,JPNL305-002,일본시사이해,3,장유리,"화1A,1B,2A 목2B,3A,3B",인문대학-319
3,전공,JPNL312-001,일본수필,3,우성아,"화2B,3A,3B 목1A,1B,2A",대학원동-302
3,전공,JPNL401-001,일본어작문 2,3,정혜지,"월1A,1B,2A 금2B,3A,3B",대학원동-302
3,전공,JPNL412-001,일본소설론,3,조헌구,"월8B,9A,9B 수7A,7B,8A",대학원동-302
3,전공,JPNL418-001,일본고전상식,3,이자호,"월2B,3A,3B 수1A,1B,2A",인문대학-319
3,전공기초,JPNL421-001,일본어회화 3,2,야하라마사히로,"목5A,5B 6A,6B",KNU글로벌프라자-307
3,전공기초,JPNL421-002,일본어회화 3,2,야하라마사히로,"월5A,5B 6A,6B",인문대학-205
3,전공,JPNL516-001,일본의 이해,3,채수도,"월7A,7B,8A 수8B,9A,9B",대학원동-302
3,전공,JPNL528-001,일본경제특강1,3,김미정,"화7A,7B,8A 목7A,7B,8A",인문대학-319
3,교직,TCHR489-001,일본어 논리 및 논술지도,3,고정도,"수2B,3A,3B 금2B,3A,3B",대학원동-313
4,전공,JPNL423-001,일본어어휘론,3,이자호,"화5B,6A,6B 목5B,6A,6B",인문대학-308
4,전공,JPNL523-001,일본정치문화,3,김경일,"월8B,9A,9B 수8B,9A,9B",인문대학-319
4,전공,JPNL525-001,일본문화세미나,3,이준섭,"화7A,7B,8A 목7A,7B,8A",대학원동-302
4,전공,JPNL530-001,일본IT산업론,3,이순형,"월2B,3A,3B 수1A,1B,2A",대학원동-302
*,교양,CLTR016-003,교양한문,3,박정희,"화5B,6A,6B 목5B,6A,6B",조형관(제3합동강의동)-104
*,교양,CLTR017-003,실용한자,3,이경미,"월8B,9A,9B 수7A,7B,8A",KNU글로벌프라자-510
1,교양,CLTR017-002,실용한자,3,이미진,"화5B,6A,6B 목5B,6A,6B",인문대학-319
1,교양,CLTR041-003,한국사,3,이영재,"수8B,9A,9B 금8B,9A,9B",KNU글로벌프라자-401
1,교양,CLTR101-003,인간과자연,3,최재우,"수1A,1B,2A 금2B,3A,3B",KNU글로벌프라자-401
1,교양,CLTR210-010,명저읽기와 토론,3,이규필,"월5B,6A,6B 금5B,6A,6B",KNU글로벌프라자-307
1,전공,KLCC211-001,한문의이해,3,이구의,"화1A,1B,2A 목2B,3A,3B",인문대학-318
1,전공,KLCC542-001,서예의이론과실제,3,성지하,"월7A,7B 8A,8B 9A,9B 10A,10B",인문대학-202
2,전공,KLCC321-001,사서강독 1,3,강민구,"화2B,3A,3B 목1A,1B,2A",인문대학-302
2,전공,KLCC341-001,한국한문소설,3,정병호,"월7A,7B,8A 수5B,6A,6B",인문대학-302
2,전공,KLCC353-001,고문진보강독,3,박영호,"화5B,6A,6B 목5B,6A,6B",인문대학-302
2,전공,KLCC423-001,한시의이해,3,황위주,"화1A,1B,2A 목2B,3A,3B",인문대학-302
3,전공,KLCC361-001,경전강독,3,우지영,"월2B,3A,3B 수1A,1B,2A",인문대학-318
3,전공심화,KLCC431-001,한국한문학사1,3,황위주,"화2B,3A,3B 목1A,1B,2A",인문대학-318
3,전공심화,KLCC521-001,한국한문학작가론1,3,이구의,"월5B,6A,6B 수5B,6A,6B",인문대학-318
3,전공,KLCC531-001,한국역대산문,3,이규필,"월1A,1B,2A 수2B,3A,3B",인문대학-318
3,교직,TCHR488-001,한문 논리 및 논술지도,3,박영호,"화7A,7B,8A 목7A,7B,8A",인문대학-318
4,전공심화,KLCC551-001,한국한문학연습,3,이구의,"화7A,7B,8A 목7A,7B,8A",인문대학-302
*,교양,CLTR036-002,러시아어 I,3,정지윤,"화1A,1B,2A 목2B,3A,3B",인문대학-308
*,교양,CLTR037-001,러시아어 II,3,박미정,"화2B,3A,3B 목1A,1B,2A",KNU글로벌프라자-308
*,교양,CLTR055-001,연극의이해,3,김창우,"화7A,7B,8A 목7A,7B,8A",인문대학-101
*,교양,CLTR132-002,러시아문학의 이해,3,,"화8B,9A,9B 목8B,9A,9B",인문대학-319
*,교양,CLTR255-001,SciArt 들여다보기,3,이대우,"수1A,1B,2A 금2B,3A,3B",인문대학-101
*,교양,CLTR458-001,러시아 문화 읽기,3,윤영순,"월7A,7B,8A 금7A,7B,8A",KNU글로벌프라자-401
*,교양,CLTR490-001,인문학도를 위한 자연과학 산책,3,김장억,"화8B,9A,9B 목8B,9A,9B",농대2호관-401
*,교양,CLTR508-001,인간과 언어,3,길윤미,"화8B,9A,9B 목8B,9A,9B",인문대학-101
*,교양,CLTR556-001,비즈니스 러시아어,3,백경희,"월5B,6A,6B 금5B,6A,6B",KNU글로벌프라자-401
*,교양,CLTR643-001,공연예술의 이해,3,이승억,"월8B,9A,9B 수7A,7B,8A",대학원동-201
1,교양,CLTR036-001,러시아어 I,3,이대우,"월2B,3A,3B 금1A,1B,2A",인문대학-308
1,교양,CLTR082-001,매스컴과 사회,3,조철래,"월8B,9A,9B 수7A,7B,8A",KNU글로벌프라자-308
1,교양,CLTR132-001,러시아문학의 이해,3,이강은,"화8B,9A,9B 목8B,9A,9B",KNU글로벌프라자-401
1,전공기초,RUSS224-001,러시아어문법활용1,2,김나영,"수5A,5B 6A,6B",대학원동-203
1,전공기초,RUSS242-001,러시아어 음성실습,2,크라브로바 올가,"월5A,5B 6A,6B",대학원동-203
1,전공기초,RUSS316-001,러시아어문법 1,3,이기웅,"화7A,7B,8A",대학원동-203
1,전공기초,RUSS316-002,러시아어문법 1,3,김정일,"화2B,3A,3B 목1A,1B,2A",대학원동-203
2,전공필수,RUSS318-001,러시아어문법 3,3,김정일,"화5B,6A,6B 목5B,6A,6B",대학원동-203
2,전공필수,RUSS325-001,러시아 고전의 세계,3,이대우,"월8B,9A,9B 수7A,7B,8A",대학원동-203
2,전공기초,RUSS334-001,러시아어 강독1,3,윤영순,"화8B,9A,9B 목8B,9A,9B",인문대학-312
2,전공,RUSS345-001,현대 러시아 사회의 이해 1,3,크라브로바 올가,"월2B,3A,3B 금1A,1B,2A",대학원동-203
2,전공,RUSS345-002,현대 러시아 사회의 이해 1,3,크라브로바 올가,"화2B,3A,3B 목1A,1B,2A",인문대학-312
3,전공필수,RUSS414-001,러시아어 형태론,3,이기웅,"화8B,9A,9B 목8B,9A,9B",대학원동-203
3,전공,RUSS422-001,러시아소설론,3,이강은,"화7A,7B,8A 목7A,7B,8A",인문대학-312
3,전공,RUSS445-001,고급 러시아어 회화,3,크라브로바 올가,"수1A,1B,2A 금2B,3A,3B",인문대학-312
3,전공,RUSS506-001,러시아지역학개론,3,이대우,"월1A,1B,2A 수2B,3A,3B",대학원동-203
3,전공,RUSS507-001,극동 지역 연구,3,박종관,"월5B,6A,6B 금5B,6A,6B",인문대학-312
3,교직,TCHR480-001,러시아어 논리 및 논술지도,3,박미정,"월2B,3A,3B 금1A,1B,2A",인문대학-312
3,교직,TCHR591-001,러시아어교육론,3,이상철,"월7A,7B,8A 금7A,7B,8A",인문대학-312
4,전공,RUSS515-001,러시아 문화-예술론,3,,"화1A,1B,2A 목2B,3A,3B",대학원동-203
4,전공,RUSS518-001,러시아 정치와 경제,3,백경희,"월8B,9A,9B 수7A,7B,8A",인문대학-312
4,전공,RUSS524-001,러시아희곡,3,윤영순,"화5B,6A,6B 목5B,6A,6B",인문대학-312
2,전공기초,COMP209-005,소프트웨어와 문제해결,3,정기숙,"월1A,1B 2A,2B 3A,3B 4A,4B",IT융복합관(IT융복합공학관)-301
*,교양,CLTR061-001,정치학의 이해,3,최병덕,"월2B,3A,3B 금1A,1B,2A",사회과학대학-402
*,교양,CLTR061-004,정치학의 이해,3,,"화1A,1B,2A 목2B,3A,3B",사회과학대학-102
*,교양,CLTR588-001,중국정치이야기,3,이정태,"화2B,3A,3B 목1A,1B,2A",사회과학대학-152
*,교양,CLTR589-001,시민사회 읽기,3,채장수,"화7A,7B,8A 목7A,7B,8A",사회과학대학-402
1,교양,CLTR017-004,실용한자,3,정용주,"화8B,9A,9B 목8B,9A,9B",사회과학대학-102
1,교양,CLTR041-004,한국사,3,김현주,"화5B,6A,6B 목5B,6A,6B",사회과학대학-352
1,교양,CLTR101-004,인간과자연,3,조철기,"화1A,1B,2A 목2B,3A,3B",사회과학대학-101
1,전공,POLI212-001,정치학개론,3,엄기홍,"월1A,1B,2A 수2B,3A,3B",사회과학대학-152
2,전공,POLI321-001,서양정치사상사,3,윤순갑,"화5B,6A,6B 목5B,6A,6B",사회과학대학-402
2,전공,POLI332-001,지정학,3,손무정,"수2B,3A,3B 금2B,3A,3B",사회과학대학-402
2,전공,POLI431-001,국제정치사,3,정희석,"화8B,9A,9B 목8B,9A,9B",사회과학대학-402
2,전공,POLI462-001,비교정치론,3,하세헌,"화1A,1B,2A 목2B,3A,3B",사회과학대학-402
2,전공,POLI492-001,인권과 국제기구,3,허만호,"화2B,3A,3B 목1A,1B,2A",사회과학대학-102
2,전공,POLI497-001,국제정치학 영어원강,3,"톰슨, 벤자민 크리스토퍼","월8B,9A,9B 수7A,7B,8A",사회과학대학-152
2,전공,POLI501-001,한국 좋은 정부론,3,강우진,"월5B,6A,6B 수5B,6A,6B",사회과학대학-402
3,융합전공,ITPO214-001,IT정치와 파이썬,3,엄기홍,"월5B,6A,6B 수5B,6A,6B",사회과학대학-338-1
3,전공,POLI414-001,현대정치이론,3,채장수,"월8B,9A,9B 수7A,7B,8A",사회과학대학-402
3,전공,POLI433-001,러시아정치론,3,정희석,"화5B,6A,6B 목5B,6A,6B",사회과학대학-152
3,전공,POLI452-001,일본정치론,3,하세헌,"화2B,3A,3B 목1A,1B,2A",사회과학대학-402
3,전공,POLI475-001,한국정치사,3,허만호,"화7A,7B,8A 목7A,7B,8A",사회과학대학-102
3,전공,POLI499-001,문학과 영화 그리고 한국 민주주의,3,강우진,"월2B,3A,3B 수1A,1B,2A",사회과학대학-152
3,전공,POLI542-001,동양외교사 및 실습,3,이정태,"화9A,9B 10A,10B 목9A,9B 10A,10B",사회과학대학-152
4,전공,POLI495-001,국제법영어원강,3,"톰슨, 벤자민 크리스토퍼","화1A,1B,2A 목2B,3A,3B",사회과학대학-152
*,교양,CLTR067-003,사회학의 이해,3,김종완,"수1A,1B,2A 금2B,3A,3B",사회과학대학-451
*,교양,CLTR069-001,인간과성,3,최경화,"화7A,7B,8A 목7A,7B,8A",사회과학대학-132
*,교양,CLTR190-001,젠더와 사회,3,최경화,"월8B,9A,9B 수7A,7B,8A",사회과학대학-451
*,교양,CLTR375-001,대구경북의 이해,3,김규원,"금7A,7B,8A 8B,9A,9B",사회과학대학-401
*,교양,CLTR594-001,문화와 일상,3,천선영,"월1A,1B,2A 수2B,3A,3B",사회과학대학-451
*,교양,CLTR682-001,대중음악과 사회,3,윤규홍,"월2B,3A,3B 금1A,1B,2A",사회과학대학-132
1,교양,CLTR067-002,사회학의 이해,3,이동진,"월8B,9A,9B",사회과학대학-401
1,교양,CLTR082-002,매스컴과 사회,3,정걸진,"월7A,7B,8A 금7A,7B,8A",사회과학대학-451
1,교양,CLTR103-002,과학사의이해,3,윤일희,"화2B,3A,3B 목1A,1B,2A",KNU글로벌프라자-510
1,전공필수,SOCI211-001,사회심리학,3,이채문,"월1A,1B,2A 수2B,3A,3B",사회과학대학-401
2,교양,CLTR210-011,명저읽기와 토론,3,김규원,"화5B,6A,6B 목5B,6A,6B",사회과학대학-401
2,전공,SOCI311-001,사회조사방법,3,신형진,"화1A,1B,2A 목2B,3A,3B",사회과학대학-451
2,전공,SOCI321-001,고전사회학이론,3,노진철,"화5B,6A,6B 목5B,6A,6B",사회과학대학-451
2,전공,SOCI343-001,초국적 이동성과 사회변동,3,육주원,"월5B,6A,6B 수5B,6A,6B",사회과학대학-451
2,전공필수,SOCI352-001,정보사회학,3,김종완,"수2B,3A,3B 4A,4B,5A",제4합동강의동-408
2,전공필수,SOCI431-001,사회불평등,3,김규원,"화8B,9A,9B 목8B,9A,9B",사회과학대학-401
2,전공,SOCI544-001,일상생활의 사회학,3,천선영,"화2B,3A,3B 목1A,1B,2A",사회과학대학-424-1
3,전공,SOCI344-001,예술사회학,3,육주원,"화8B,9A,9B 10A,10B,11A",사회과학대학-451
3,전공,SOCI421-001,사회과학방법론,3,노진철,"화2B,3A,3B 목1A,1B,2A",사회과학대학-451
3,전공,SOCI451-001,정치사회학,3,이동진,"화7A,7B,8A 목7A,7B,8A",사회과학대학-451
3,전공,SOCI483-001,문화사회학실습,3,천선영,"수7A,7B 8A,8B 9A,9B 10A,10B",사회과학대학-424-1
3,전공필수,SOCI491-001,사회조사실습,3,신형진,"월5A,5B 6A,6B 수5A,5B 6A,6B",사회과학대학-401
4,전공,SOCI432-001,종교사회학,3,정태식,"화2B,3A,3B 목1A,1B,2A",사회과학대학-401
4,교직,TCHR522-002,학교현장실습,2,이채문,,-
*,교양,CLTR688-001,재난과 역사발전,3,엄정섭,"금5B,6A,6B 7A,7B,8A",사회과학대학-452
*,교양,CLTR689-001,미래산업과 직업선택,3,엄정섭,"금11A,11B 12A,12B 13A,13B",사회과학대학-132
1,교양,CLTR042-002,동양의역사와문화,3,이근화,"화1A,1B,2A 목2B,3A,3B",사회과학대학-452
1,교양,CLTR073-001,현대사회와 윤리,3,정창록,"수8B,9A,9B 금8B,9A,9B",사회과학대학-452
1,교양,CLTR112-001,생활속의통계,3,채현숙,"월8B,9A,9B 수7A,7B,8A",사회과학대학-452
1,교양,CLTR210-012,명저읽기와 토론,3,전병운,"화5B,6A,6B 목5B,6A,6B",사회과학대학-552
1,교양,CLTR531-001,현대지리학의 이해,3,전병운,"화8B,9A,9B 목8B,9A,9B",사회과학대학-452
1,전공,GEOG315-001,지형학 및 실습,3,황상일,"월5A,5B 6A,6B 수5A,5B 6A,6B",사회과학대학-552
2,교양,CLTR045-004,논리와 비판적 사고,3,전재원,"수8B,9A,9B 금7A,7B,8A",사회과학대학-552
2,전공,GEOG319-001,경제지리학,3,이철우,"화5B,6A,6B 목5B,6A,6B",사회과학대학-452
2,전공,GEOG325-001,한국지리및실습,3,진원형,"화9A,9B 10A,10B 목9A,9B 10A,10B",사회과학대학-552
2,전공필수,GEOG425-001,문화지리학,3,이탄 로버트 요르가슨,"화2B,3A,3B 목1A,1B,2A",사회과학대학-452
2,전공,GEOG434-001,북한지리,3,엄정섭,"화7A,7B,8A 목7A,7B,8A",사회과학대학-307
2,전공,GEOG435-001,지리정보시스템개론,3,엄정섭,"월7A,7B,8A 8B,9A,9B",사회과학대학-307
3,전공,GEOG324-001,계량지리학 및 실습,3,전병운,"월2A,2B 3A,3B 수2A,2B 3A,3B",사회과학대학-307
3,전공,GEOG337-001,문화콘텐츠 산업론,3,이철우,"화7A,7B,8A 목7A,7B,8A",사회과학대학-452
3,전공,GEOG345-001,원격탐사의이해,3,엄정섭,"화5B,6A,6B 목5B,6A,6B",사회과학대학-307
3,전공필수,GEOG427-001,국토지리조사,3,황상일,"화2A,2B 3A,3B 목2A,2B 3A,3B",사회과학대학-552
3,전공,GEOG529-001,도시지리정보시스템및실습,3,전병운,"월5A,5B 6A,6B 수5A,5B 6A,6B",사회과학대학-307
3,교직,TCHR633-003,지리교육론,3,최희만,"화9A,9B 10A,10B 11A,11B",사회과학대학-206
4,전공,GEOG524-001,세계정치지리,3,이탄 로버트 요르가슨,"월8B,9A,9B 수7A,7B,8A",사회과학대학-552
1,교양,CLTR085-001,경영의이해,3,서정해,"화1A,1B,2A 목2B,3A,3B",사회과학대학-352
1,교양,CLTR112-002,생활속의통계,3,채현숙,"월7A,7B,8A 금7A,7B,8A",사회과학대학-352
1,교양,CLTR210-013,명저읽기와 토론,3,남권희,"화5B,6A,6B 목5B,6A,6B",사회과학대학-424
1,교양,CLTR508-002,인간과 언어,3,홍선희,"월5B,6A,6B 금5B,6A,6B",사회과학대학-352
1,전공,LIBR251-001,문헌정보학개론,3,최재황,"화2B,3A,3B 목1A,1B,2A",사회과학대학-424
1,전공,LIBR252-001,출판 및 도서관사,3,남권희,"화8B,9A,9B 목8B,9A,9B",사회과학대학-424
2,전공,LIBR253-001,정보자원과 뉴미디어,3,이종욱,"월5B,6A,6B 수5B,6A,6B",사회과학대학-403
2,전공,LIBR323-001,지식정보센터경영,3,이성신,"화1A,1B,2A 목2B,3A,3B",사회과학대학-424
2,전공,LIBR324-001,정보자원분류론,3,이창수,"월7A,7B,8A 수7A,7B,8A",사회과학대학-403
2,전공,LIBR331-001,정보시스템론,3,김희섭,"화5B,6A,6B 목5B,6A,6B",사회과학대학-403
2,전공,LIBR468-001,기록관리제도론,3,이재영,"화8B,9A,9B 목8B,9A,9B",사회과학대학-501
3,융합전공,DIIM213-001,기록물 아카이브 구축론,3,이재영,"화5B,6A,6B 목5B,6A,6B",사회과학대학-501
3,전공,LIBR342-001,미디어센터경영,3,이성신,"화2B,3A,3B 목1A,1B,2A",사회과학대학-501
3,전공,LIBR356-001,전통기록물 아카이브 구축론,3,전재동,"월2B,3A,3B 수2B,3A,3B",사회과학대학-501
3,전공,LIBR420-001,정보자원조직,3,이종욱,"월8B,9A,9B 수7A,7B,8A",사회과학대학-424
3,전공,LIBR444-001,정보봉사론,3,최재황,"화7A,7B,8A 목7A,7B,8A",사회과학대학-424
3,전공,LIBR462-001,이용자인터페이스론,3,김희섭,"화8B,9A,9B 목8B,9A,9B",사회과학대학-403
4,전공,LIBR429-001,디지털시대의 정보윤리,3,이성신,"화7A,7B,8A 목7A,7B,8A",사회과학대학-501
*,교양,CLTR078-001,심리학의이해,3,곽호완,"화4A,4B,5A 5B,6A,6B",사회과학대학-132
*,교양,CLTR078-002,심리학의이해,3,김지호,"월1A,1B,2A 수2B,3A,3B",사회과학대학-132
1,교양,CLTR045-020,논리와 비판적 사고,3,주혜연,"월7A,7B,8A 금7A,7B,8A",제4합동강의동-101
1,교양,CLTR205-005,대학글쓰기,3,,"수1A,1B,2A 금2B,3A,3B",사회과학대학-103
1,교양,CLTR221-001,통계학,3,임슬기,"월2B,3A,3B 금1A,1B,2A",사회과학대학-352
1,교양,CLTR508-003,인간과 언어,3,김정일,"화7A,7B,8A 목7A,7B,8A",사회과학대학-352
1,전공,PSYC301-001,심리학 개론,3,장문선,"화1A,1B,2A 목1A,1B,2A",사회과학대학-252
1,전공,PSYC361-001,발달심리학,3,박영신,"월5B,6A,6B 수7A,7B,8A",사회과학대학-252
2,전공,PSYC211-001,정신병리학,3,장문선,"화8B,9A,9B 목8B,9A,9B",사회과학대학-132
2,전공,PSYC232-001,감각과 지각 및 실습,3,곽지은,"월3A,3B 4A,4B 수3A,3B 4A,4B",사회과학대학-103
2,전공,PSYC355-001,인지신경과학의 기초,3,김초복,"월8B,9A,9B 수8B,9A,9B",사회과학대학-252
2,전공,PSYC436-001,청소년심리학,3,박영신,"화7A,7B,8A 목7A,7B,8A",사회과학대학-252
2,전공,PSYC528-001,소비자심리학,3,김지호,"화5B,6A,6B 목5B,6A,6B",사회과학대학-103
2,전공,PSYC570-001,노화심리학,3,진영선,"화2B,3A,3B 목2B,3A,3B",사회과학대학-252
3,전공,PSYC513-001,임상심리학,3,장문선,"화2B,3A,3B 목2B,3A,3B",사회과학대학-132
3,전공,PSYC598-001,인지심리학및실습,3,진영선,"화5A,5B 6A,6B 목5A,5B 6A,6B",사회과학대학-252
4,전공,PSYC231-001,신경심리평가,3,임종민,"수5A,5B 6A,6B 금2A,2B 3A,3B",사회과학대학-252
4,전공,PSYC564-001,가족문제상담,3,손혜진,"수7A,7B,8A 금7A,7B,8A",사회과학대학-132
*,교양,CLTR082-003,매스컴과 사회,3,조성호,"화1A,1B,2A 목2B,3A,3B",사회과학대학-151
1,교양,CLTR061-002,정치학의 이해,3,정재요,"수8B,9A,9B 금8B,9A,9B",사회과학대학-352
1,교양,CLTR067-002,사회학의 이해,3,이동진,"월8B,9A,9B",사회과학대학-401
1,교양,CLTR101-004,인간과자연,3,조철기,"화1A,1B,2A 목2B,3A,3B",사회과학대학-101
1,교양,CLTR508-003,인간과 언어,3,김정일,"화7A,7B,8A 목7A,7B,8A",사회과학대학-352
1,교양,CLTR515-002,과학기술과 윤리,3,이현숙,"월5B,6A,6B 금5B,6A,6B",사회과학대학-101
1,전공,COMM211-001,신문방송학개론,3,이강형,"화5B,6A,6B 목5B,6A,6B",사회과학대학-151
1,전공,COMM211-002,신문방송학개론,3,이강형,"월8B,9A,9B 10A,10B,11A",사회과학대학-101
2,전공,COMM217-001,사회조사방법론,3,조성호,"월1A,1B,2A 수2B,3A,3B",사회과학대학-202
2,전공,COMM218-001,미디어 글쓰기,3,조철래,"화5A,5B 6A,6B 목5A,5B 6A,6B",사회과학대학-404
2,전공,COMM219-001,미디어편성기획론,3,조성호,"월5B,6A,6B 수5B,6A,6B",사회과학대학-151
2,전공,COMM220-001,영상문화론,3,이강형,"화2B,3A,3B 목1A,1B,2A",사회과학대학-151
2,전공,COMM314-001,저널리즘의 이해,3,최현정,"월7A,7B,8A 수7A,7B,8A",사회과학대학-101
2,전공,COMM445-001,광고학원론,3,김소정,"화7A,7B,8A 목7A,7B,8A",사회과학대학-101
3,전공,COMM439-001,문화정치학,3,남재일,"수5B,6A,6B 금5B,6A,6B",사회과학대학-202
3,전공,COMM529-001,고급기사작성론,3,남재일,"화5A,5B 6A,6B 목5A,5B 6A,6B",사회과학대학-202
3,전공,COMM559-001,매체와 시공간,3,김상호,"월2B,3A,3B 수1A,1B,2A",사회과학대학-151
3,전공,COMM584-001,미디어 인간학,3,김상호,"월7A,7B,8A 수7A,7B,8A",사회과학대학-151
3,전공,COMM586-001,콘텐츠 마케팅론,3,김소정,"화8B,9A,9B 목8B,9A,9B",사회과학대학-151
3,전공,COMM627-001,미디어효과론,3,정정주,"화7A,7B,8A 목7A,7B,8A",사회과학대학-151
4,전공,COMM531-001,문화콘텐츠 기획론,3,최현정,"월8B,9A,9B 수8B,9A,9B",사회과학대학-151
